kode,uraian,penjelasan,konteks,keywords,domain,activity,level,embedding_text
500.8.2.2,perbenihan tanaman semusim,Klasifikasi terkait perbenihan tanaman semusim.,Digunakan untuk dokumen mengenai perbenihan tanaman semusim.,"perbenihan, tanaman, semusim",umum,umum,kuartier,500.8.2.2 perbenihan tanaman semusim klasifikasi terkait perbenihan tanaman semusim. digunakan untuk dokumen mengenai perbenihan tanaman semusim. perbenihan tanaman semusim umum umum
500.8.2.3,budidaya teknologi budidaya tanaman semusim,Klasifikasi terkait budidaya teknologi budidaya tanaman semusim.,Digunakan untuk dokumen mengenai budidaya teknologi budidaya tanaman semusim.,"budidaya, teknologi, tanaman, semusim",umum,umum,kuartier,500.8.2.3 budidaya teknologi budidaya tanaman semusim klasifikasi terkait budidaya teknologi budidaya tanaman semusim. digunakan untuk dokumen mengenai budidaya teknologi budidaya tanaman semusim. budidaya teknologi tanaman semusim umum umum
500.8.2.4,pemberdayaan tanaman semusim,Klasifikasi terkait pemberdayaan tanaman semusim.,Digunakan untuk dokumen mengenai pemberdayaan tanaman semusim.,"pemberdayaan, tanaman, semusim",umum,umum,kuartier,500.8.2.4 pemberdayaan tanaman semusim klasifikasi terkait pemberdayaan tanaman semusim. digunakan untuk dokumen mengenai pemberdayaan tanaman semusim. pemberdayaan tanaman semusim umum umum
500.8.3,tanaman rempah dan penyegar,Klasifikasi terkait tanaman rempah dan penyegar.,Digunakan untuk dokumen mengenai tanaman rempah dan penyegar.,"tanaman, rempah, dan, penyegar",umum,umum,tersier,500.8.3 tanaman rempah dan penyegar klasifikasi terkait tanaman rempah dan penyegar. digunakan untuk dokumen mengenai tanaman rempah dan penyegar. tanaman rempah dan penyegar umum umum
500.8.3.1,identifikasi dan pendayaguunaan sumber daya tanaman rempah dan penyegar,Klasifikasi terkait identifikasi dan pendayaguunaan sumber daya tanaman rempah dan penyegar.,Digunakan untuk dokumen mengenai identifikasi dan pendayaguunaan sumber daya tanaman rempah dan penyegar.,"identifikasi, dan, pendayaguunaan, sumber, daya, tanaman, rempah, penyegar",umum,umum,kuartier,500.8.3.1 identifikasi dan pendayaguunaan sumber daya tanaman rempah dan penyegar klasifikasi terkait identifikasi dan pendayaguunaan sumber daya tanaman rempah dan penyegar. digunakan untuk dokumen mengenai identifikasi dan pendayaguunaan sumber daya tanaman rempah dan penyegar. identifikasi dan pendayaguunaan sumber daya tanaman rempah penyegar umum umum
500.8.3.2,perbenihan tanaman rempah dan penyegar,Klasifikasi terkait perbenihan tanaman rempah dan penyegar.,Digunakan untuk dokumen mengenai perbenihan tanaman rempah dan penyegar.,"perbenihan, tanaman, rempah, dan, penyegar",umum,umum,kuartier,500.8.3.2 perbenihan tanaman rempah dan penyegar klasifikasi terkait perbenihan tanaman rempah dan penyegar. digunakan untuk dokumen mengenai perbenihan tanaman rempah dan penyegar. perbenihan tanaman rempah dan penyegar umum umum
500.8.3.3,budidaya tanaman rempah dan penyegar,Klasifikasi terkait budidaya tanaman rempah dan penyegar.,Digunakan untuk dokumen mengenai budidaya tanaman rempah dan penyegar.,"budidaya, tanaman, rempah, dan, penyegar",umum,umum,kuartier,500.8.3.3 budidaya tanaman rempah dan penyegar klasifikasi terkait budidaya tanaman rempah dan penyegar. digunakan untuk dokumen mengenai budidaya tanaman rempah dan penyegar. budidaya tanaman rempah dan penyegar umum umum
500.8.3.4,pemberdayaan dan kelembagaan tanaman rempah dan penyegar,Klasifikasi terkait pemberdayaan dan kelembagaan tanaman rempah dan penyegar.,Digunakan untuk dokumen mengenai pemberdayaan dan kelembagaan tanaman rempah dan penyegar.,"pemberdayaan, dan, kelembagaan, tanaman, rempah, penyegar",umum,umum,kuartier,500.8.3.4 pemberdayaan dan kelembagaan tanaman rempah dan penyegar klasifikasi terkait pemberdayaan dan kelembagaan tanaman rempah dan penyegar. digunakan untuk dokumen mengenai pemberdayaan dan kelembagaan tanaman rempah dan penyegar. pemberdayaan dan kelembagaan tanaman rempah penyegar umum umum
500.8.4,tanaman tahunan,Klasifikasi terkait tanaman tahunan.,Digunakan untuk dokumen mengenai tanaman tahunan.,"tanaman, tahunan",umum,umum,tersier,500.8.4 tanaman tahunan klasifikasi terkait tanaman tahunan. digunakan untuk dokumen mengenai tanaman tahunan. tanaman tahunan umum umum
500.8.4.1,identifikasi dan pendayagunaan sumber daya tanaman tahunan,Klasifikasi terkait identifikasi dan pendayagunaan sumber daya tanaman tahunan.,Digunakan untuk dokumen mengenai identifikasi dan pendayagunaan sumber daya tanaman tahunan.,"identifikasi, dan, pendayagunaan, sumber, daya, tanaman, tahunan",umum,umum,kuartier,500.8.4.1 identifikasi dan pendayagunaan sumber daya tanaman tahunan klasifikasi terkait identifikasi dan pendayagunaan sumber daya tanaman tahunan. digunakan untuk dokumen mengenai identifikasi dan pendayagunaan sumber daya tanaman tahunan. identifikasi dan pendayagunaan sumber daya tanaman tahunan umum umum
500.8.4.2,perbenihan tanaman tahunan,Klasifikasi terkait perbenihan tanaman tahunan.,Digunakan untuk dokumen mengenai perbenihan tanaman tahunan.,"perbenihan, tanaman, tahunan",umum,umum,kuartier,500.8.4.2 perbenihan tanaman tahunan klasifikasi terkait perbenihan tanaman tahunan. digunakan untuk dokumen mengenai perbenihan tanaman tahunan. perbenihan tanaman tahunan umum umum
500.8.4.3,budidaya tanaman tahunan,Klasifikasi terkait budidaya tanaman tahunan.,Digunakan untuk dokumen mengenai budidaya tanaman tahunan.,"budidaya, tanaman, tahunan",umum,umum,kuartier,500.8.4.3 budidaya tanaman tahunan klasifikasi terkait budidaya tanaman tahunan. digunakan untuk dokumen mengenai budidaya tanaman tahunan. budidaya tanaman tahunan umum umum
500.8.4.4,pemberdayaan dan kelembagaan tanaman tahunan,Klasifikasi terkait pemberdayaan dan kelembagaan tanaman tahunan.,Digunakan untuk dokumen mengenai pemberdayaan dan kelembagaan tanaman tahunan.,"pemberdayaan, dan, kelembagaan, tanaman, tahunan",umum,umum,kuartier,500.8.4.4 pemberdayaan dan kelembagaan tanaman tahunan klasifikasi terkait pemberdayaan dan kelembagaan tanaman tahunan. digunakan untuk dokumen mengenai pemberdayaan dan kelembagaan tanaman tahunan. pemberdayaan dan kelembagaan tanaman tahunan umum umum
500.8.5,perlindungan perkebunan,Klasifikasi terkait perlindungan perkebunan.,Digunakan untuk dokumen mengenai perlindungan perkebunan.,"perlindungan, perkebunan",umum,umum,tersier,500.8.5 perlindungan perkebunan klasifikasi terkait perlindungan perkebunan. digunakan untuk dokumen mengenai perlindungan perkebunan. perlindungan perkebunan umum umum
500.8.5.1,identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman semusim perlindungan perkebunan,Klasifikasi terkait identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman semusim perlindungan perkebunan.,Digunakan untuk dokumen mengenai identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman semusim perlindungan perkebunan.,"identifikasi, dan, pengendalian, organisme, pengganggu, tumbuhan, tanaman, semusim, perlindungan, perkebunan",umum,umum,kuartier,500.8.5.1 identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman semusim perlindungan perkebunan klasifikasi terkait identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman semusim perlindungan perkebunan. digunakan untuk dokumen mengenai identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman semusim perlindungan perkebunan. identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman semusim perlindungan perkebunan umum umum
500.8.5.2,identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman rempah dan penyegar,Klasifikasi terkait identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman rempah dan penyegar.,Digunakan untuk dokumen mengenai identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman rempah dan penyegar.,"identifikasi, dan, pengendalian, organisme, pengganggu, tumbuhan, tanaman, rempah, penyegar",umum,umum,kuartier,500.8.5.2 identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman rempah dan penyegar klasifikasi terkait identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman rempah dan penyegar. digunakan untuk dokumen mengenai identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman rempah dan penyegar. identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman rempah penyegar umum umum
500.8.5.3,identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman tahunan,Klasifikasi terkait identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman tahunan.,Digunakan untuk dokumen mengenai identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman tahunan.,"identifikasi, dan, pengendalian, organisme, pengganggu, tumbuhan, tanaman, tahunan",umum,umum,kuartier,500.8.5.3 identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman tahunan klasifikasi terkait identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman tahunan. digunakan untuk dokumen mengenai identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman tahunan. identifikasi dan pengendalian organisme pengganggu tumbuhan tanaman tahunan umum umum
500.8.5.4,dampak perubahan iklim dan pencegahan kebakaran,Klasifikasi terkait dampak perubahan iklim dan pencegahan kebakaran.,Digunakan untuk dokumen mengenai dampak perubahan iklim dan pencegahan kebakaran.,"dampak, perubahan, iklim, dan, pencegahan, kebakaran",umum,umum,kuartier,500.8.5.4 dampak perubahan iklim dan pencegahan kebakaran klasifikasi terkait dampak perubahan iklim dan pencegahan kebakaran. digunakan untuk dokumen mengenai dampak perubahan iklim dan pencegahan kebakaran. dampak perubahan iklim dan pencegahan kebakaran umum umum
500.8.6,pascapanen dan pembinaan usaha,Klasifikasi terkait pascapanen dan pembinaan usaha.,Digunakan untuk dokumen mengenai pascapanen dan pembinaan usaha.,"pascapanen, dan, pembinaan, usaha",umum,umum,tersier,500.8.6 pascapanen dan pembinaan usaha klasifikasi terkait pascapanen dan pembinaan usaha. digunakan untuk dokumen mengenai pascapanen dan pembinaan usaha. pascapanen dan pembinaan usaha umum umum
500.8.6.1,pascapanen tanaman semusim rempah dan penyegar,Klasifikasi terkait pascapanen tanaman semusim rempah dan penyegar.,Digunakan untuk dokumen mengenai pascapanen tanaman semusim rempah dan penyegar.,"pascapanen, tanaman, semusim, rempah, dan, penyegar",umum,umum,kuartier,500.8.6.1 pascapanen tanaman semusim rempah dan penyegar klasifikasi terkait pascapanen tanaman semusim rempah dan penyegar. digunakan untuk dokumen mengenai pascapanen tanaman semusim rempah dan penyegar. pascapanen tanaman semusim rempah dan penyegar umum umum
500.8.6.2,pascapanen tanaman tahunan,Klasifikasi terkait pascapanen tanaman tahunan.,Digunakan untuk dokumen mengenai pascapanen tanaman tahunan.,"pascapanen, tanaman, tahunan",umum,umum,kuartier,500.8.6.2 pascapanen tanaman tahunan klasifikasi terkait pascapanen tanaman tahunan. digunakan untuk dokumen mengenai pascapanen tanaman tahunan. pascapanen tanaman tahunan umum umum
500.8.6.3,bimbingan usaha dan perkebunan berkelanjutan,Klasifikasi terkait bimbingan usaha dan perkebunan berkelanjutan.,Digunakan untuk dokumen mengenai bimbingan usaha dan perkebunan berkelanjutan.,"bimbingan, usaha, dan, perkebunan, berkelanjutan",umum,umum,kuartier,500.8.6.3 bimbingan usaha dan perkebunan berkelanjutan klasifikasi terkait bimbingan usaha dan perkebunan berkelanjutan. digunakan untuk dokumen mengenai bimbingan usaha dan perkebunan berkelanjutan. bimbingan usaha dan perkebunan berkelanjutan umum umum
500.8.6.4,gangguan usaha dan penanganan konflik,Klasifikasi terkait gangguan usaha dan penanganan konflik.,Digunakan untuk dokumen mengenai gangguan usaha dan penanganan konflik.,"gangguan, usaha, dan, penanganan, konflik",umum,umum,kuartier,500.8.6.4 gangguan usaha dan penanganan konflik klasifikasi terkait gangguan usaha dan penanganan konflik. digunakan untuk dokumen mengenai gangguan usaha dan penanganan konflik. gangguan usaha dan penanganan konflik umum umum
500.8.7,bimbingan teknis perkebunan,Klasifikasi terkait bimbingan teknis perkebunan.,Digunakan untuk dokumen mengenai bimbingan teknis perkebunan.,"bimbingan, teknis, perkebunan",umum,umum,tersier,500.8.7 bimbingan teknis perkebunan klasifikasi terkait bimbingan teknis perkebunan. digunakan untuk dokumen mengenai bimbingan teknis perkebunan. bimbingan teknis perkebunan umum umum
500.8.8,evaluasi perkebunan,Klasifikasi terkait evaluasi perkebunan.,Digunakan untuk dokumen mengenai evaluasi perkebunan.,"evaluasi, perkebunan",umum,umum,tersier,500.8.8 evaluasi perkebunan klasifikasi terkait evaluasi perkebunan. digunakan untuk dokumen mengenai evaluasi perkebunan. evaluasi perkebunan umum umum
500.9,perindustrian,urusan pemerintahan yang berkaitan dengan perumusan kebijakan pembinaan pengembangan pengawasan dan fasilitasi kegiatan industri untuk meningkatkan nilai tambah daya saing dan pertumbuhan ekonomi,digunakan pada dokumen tentang pembinaan industri izin usaha industri sentra industri industri kecil dan menengah standardisasi produk teknologi industri bahan baku kawasan industri serta pengembangan sektor industri,"perindustrian, urusan, pemerintahan, yang, berkaitan, dengan, perumusan, kebijakan, pembinaan, pengembangan",umum,umum,sekunder,500.9 perindustrian urusan pemerintahan yang berkaitan dengan perumusan kebijakan pembinaan pengembangan pengawasan dan fasilitasi kegiatan industri untuk meningkatkan nilai tambah daya saing dan pertumbuhan ekonomi digunakan pada dokumen tentang pembinaan industri izin usaha industri sentra industri industri kecil dan menengah standardisasi produk teknologi industri bahan baku kawasan industri serta pengembangan sektor industri perindustrian urusan pemerintahan yang berkaitan dengan perumusan kebijakan pembinaan pengembangan umum umum
500.9.1,kebijakan di bidang perindustrian yang dilakukan oleh pemerintah daerah,Klasifikasi terkait kebijakan di bidang perindustrian yang dilakukan oleh pemerintah daerah.,Digunakan untuk dokumen mengenai kebijakan di bidang perindustrian yang dilakukan oleh pemerintah daerah.,"kebijakan, bidang, perindustrian, yang, dilakukan, oleh, pemerintah, daerah",umum,umum,tersier,500.9.1 kebijakan di bidang perindustrian yang dilakukan oleh pemerintah daerah klasifikasi terkait kebijakan di bidang perindustrian yang dilakukan oleh pemerintah daerah. digunakan untuk dokumen mengenai kebijakan di bidang perindustrian yang dilakukan oleh pemerintah daerah. kebijakan bidang perindustrian yang dilakukan oleh pemerintah daerah umum umum
500.9.2,iklim usaha dan kerja sama,Klasifikasi terkait iklim usaha dan kerja sama.,Digunakan untuk dokumen mengenai iklim usaha dan kerja sama.,"iklim, usaha, dan, kerja, sama",umum,umum,tersier,500.9.2 iklim usaha dan kerja sama klasifikasi terkait iklim usaha dan kerja sama. digunakan untuk dokumen mengenai iklim usaha dan kerja sama. iklim usaha dan kerja sama umum umum
500.9.2.1,industri manufaktur,Klasifikasi terkait industri manufaktur.,Digunakan untuk dokumen mengenai industri manufaktur.,"industri, manufaktur",umum,umum,kuartier,500.9.2.1 industri manufaktur klasifikasi terkait industri manufaktur. digunakan untuk dokumen mengenai industri manufaktur. industri manufaktur umum umum
500.9.2.2,industri agro,Klasifikasi terkait industri agro.,Digunakan untuk dokumen mengenai industri agro.,"industri, agro",umum,umum,kuartier,500.9.2.2 industri agro klasifikasi terkait industri agro. digunakan untuk dokumen mengenai industri agro. industri agro umum umum
500.9.2.3,industri unggulan berbasis teknologi tinggi,Klasifikasi terkait industri unggulan berbasis teknologi tinggi.,Digunakan untuk dokumen mengenai industri unggulan berbasis teknologi tinggi.,"industri, unggulan, berbasis, teknologi, tinggi",umum,umum,kuartier,500.9.2.3 industri unggulan berbasis teknologi tinggi klasifikasi terkait industri unggulan berbasis teknologi tinggi. digunakan untuk dokumen mengenai industri unggulan berbasis teknologi tinggi. industri unggulan berbasis teknologi tinggi umum umum
